A0A0C5B5G6	A0A0C5B5G6
P20160	P08246
P23508	P23508
P31944	P31944
P31944	O89094
Q5JUK2	Q5JUK2
Q5JUK2	Q6IUP1
Q5U5X0	Q5U5X0
Q5U5X0	Q9DA03
Q6UX98	Q6UX98
Q70UQ0	Q70UQ0
Q70UQ0	Q9DBZ1
Q86SG5	Q86SG5
Q86SG5	P31151
Q86SG5	Q5SY68
Q86VW2	Q86VW2
Q86VW2	Q9CWR0
Q8IY31	Q8IY31
Q8IY31	Q61025
Q8IY31	Q66I67
Q8WTQ1	Q8WTQ1
Q8WWL7	Q8WWL7
Q969K4	Q969K4
Q96CB8	Q96CB8
Q96MH6	Q96MH6
Q96QU1	Q96QU1
Q96QU1	Q99PJ1
Q9BSR8	Q9BSR8
Q9BWN1	Q9BWN1
Q9H069	Q9H069
Q9H069	Q9D5E4
Q9NPJ3	Q9NPJ3
Q9NPJ3	Q9CQR4
Q9NPJ3	P34419
Q9NW13	Q9NW13
Q9UJT1	Q9UJT1
Q9UJT1	Q9R1K7
O43451	O43451
O43451	P23739
O43451	P14410
P51157	P51157
P51157	P51158
P51157	Q3SWY9
P51157	Q9XWR6
Q12816	Q12816
Q3B7T1	Q3B7T1
Q5M7Z0	Q5M7Z0
Q5VTT5	Q5VTT5
Q5VTT5	A2ABU4
Q5VTT5	P54296
Q68DV7	Q68DV7
Q68DV7	Q5NCP0
Q6NXT6	Q6NXT6
Q6NXT6	Q4VBD2
Q6NXT6	A2BIE7
Q7L622	Q7L622
Q7L622	Q5RJY2
Q7Z6I5	Q7Z6I5
Q8IY84	Q8IY84
Q96M94	Q96M94
Q96QH2	Q96QH2
Q96QH2	Q6BCL1
Q9BTW9	Q9BTW9
Q9BTW9	Q28205
Q9BXC1	Q9BXC1
Q9BXC1	Q3U507
Q9BXC1	O00398
Q9H112	Q9H112
Q9H7H0	Q9H7H0
Q9H7H0	Q3U2U7
Q9P2B4	Q9P2B4
Q9Y4G8	Q9Y4G8
Q9Y4G8	F1M386
Q9Y4G8	F1PBJ0
Q9Y4G8	F1MSG6
Q9Y4G8	Q8CHG7
Q9Y4G8	Q8TEU7
O15209	O15209
O75525	O75525
O75525	Q9R226
O75525	Q9JLP1
O75525	Q920F3
O75525	Q5VWX1
O75525	Q9WU01
O75525	Q60749
O75525	Q07666
O75525	Q91V33
O75525	Q8UUW7
O94763	O94763
Q12852	Q12852
Q12852	Q60700
Q12852	Q1HKZ5
Q12852	O43283
Q14683	Q14683
Q14683	Q9CU62
Q14683	Q9Z1M9
Q14683	O01789
Q14683	Q8NDV3
Q14683	Q920F6
Q15884	Q15884
Q53H54	Q53H54
Q6PCB6	Q6PCB6
Q6PCB6	Q21221
Q6PCB6	Q96GS6
Q6PCB6	Q5XIJ5
Q6PCB6	B5DFK7
Q6PCB6	Q8VCV1
Q6PCB6	Q5VST6
Q6PCB6	Q6AY17
Q6PCB6	Q7M759
Q7Z353	Q7Z353
Q86WT6	Q86WT6
Q8N2Z9	Q8N2Z9
Q8N2Z9	E1BSW7
Q8N865	Q8N865
Q8NE79	Q8NE79
Q8NE79	Q5PQZ7
Q8NE79	Q8JH92
Q8NE79	Q9ES83
Q8NE79	Q9DG23
Q8NI27	Q8NI27
Q8NI27	B1AZI6
Q8TD19	Q8TD19
Q8WYP5	Q8WYP5
Q8WYP5	Q8CJF7
Q96C92	Q96C92
Q96MX3	Q96MX3
Q96MX3	P51523
Q96MX3	Q14587
Q96MX3	Q9BSK1
Q96MX3	Q5MCW4
Q96MX3	P15620
Q96MX3	Q96RE9
Q96MX3	P17027
Q96MX3	P52736
Q96MX3	P58317
Q96MX3	Q6ZNH5
Q96MX3	Q8WV37
Q96MX3	Q9ULM2
Q96MX3	Q9BS31
Q96MX3	Q4V8A8
Q96MX3	Q8TF47
Q96MX3	Q61967
Q9NRP0	Q9NRP0
A1A5C7	A1A5C7
P01871	P01871
P01871	P04221
P01871	P01872
P0C264	P0C264
P32004	P32004
P32004	P11627
P32004	Q05695
P32004	Q03696
Q13506	Q13506
Q13506	Q59E55
Q13506	Q61122
Q13506	Q61127
Q13506	Q15742
Q5JPI9	Q5JPI9
Q5W5X9	Q5W5X9
Q5W5X9	Q8CHY7
Q6PD74	Q6PD74
Q70YC4	Q70YC4
Q7Z3J2	Q7Z3J2
Q86WI3	Q86WI3
Q86WI3	C3VPR6
Q8IUX4	Q8IUX4
Q8IUX4	Q9NRW3
Q8IUX4	Q96AK3
Q8IUX4	Q7YR24
Q8IUX4	Q7YR25
Q8IUX4	Q9HC16
Q8IUX4	Q7YR23
Q8IY92	Q8IY92
Q8IY92	Q6P1D7
Q8N1N2	Q8N1N2
Q8NC26	Q8NC26
Q92734	Q92734
Q93070	Q93070
Q96E09	Q96E09
Q96HA7	Q96HA7
Q96NT5	Q96NT5
Q96NT5	F1NJ67
Q96NT5	Q5EBA8
Q96NT5	Q6PEM8
Q96NT5	Q05B81
Q9BV10	Q9BV10
Q9BV10	A8MR93
Q9BYW1	Q9BYW1
Q9BYW1	Q3T9X0
Q9BYW1	Q9NRM0
Q9BYW1	P22732
Q9BYW1	P43427
Q9BYW1	Q9WV38
Q9BYW1	Q6PXP3
Q9GZR7	Q9GZR7
Q9HAT2	Q9HAT2
Q9HAT2	P70665
Q9NZI6	Q9NZI6
Q9NZI6	Q3UNW5
Q9NZI6	Q12800
Q9NZI6	Q9ERA0
Q9NZI6	Q9NZI7
Q9NZI6	Q811S7
Q9P272	Q9P272
Q9UDY8	Q9UDY8
Q9UDY8	Q2TBA3
A8MPH9	A8MPH9
A8MPH9	P21525
E9PVX6	E9PVX6
E9PVX6	P46013
F4JHH5	F4JHH5
F4JHH5	Q9LXX6
G5EBL3	G5EBL3
G5EFD5	G5EFD5
O54916	O54916
O54916	Q96D71
P07277	P07277
P09242	P09242
P09242	P05186
P09242	Q92058
P09242	P08289
P09242	Q29486
P09242	P09487
P09242	P05187
P09242	P10696
P09242	P09923
P09242	P24823
P09242	P24822
P09242	P15693
P09242	Q24238
P0A712	P0A712
P0A8Y1	P0A8Y1
P0AE82	P0AE82
P0AGD1	P0AGD1
P0AGD1	P0CW86
P18776	P18776
P22525	P22525
P25588	P25588
P27515	P27515
P28495	P28495
P29754	P29754
P29754	P29755
P29754	P29089
P29754	P43240
P29754	P25095
P29754	P30555
P29754	O35210
P29754	P25104
P29754	P30556
P29754	P32303
P29754	P35373
P32363	P32363
P32363	Q64323
P32363	P37287
P32363	Q94BX4
P35603	P35603
P35603	O23140
P35603	Q7ZW98
P35603	P84092
P35603	P84091
P35603	Q96CW1
P35603	Q6NWK2
P35603	P54672
P38228	P38228
P38855	P38855
P40467	P40467
P40467	Q59LV8
P45475	P45475
P47074	P47074
P49686	P49686
P52500	P52500
P52500	P21729
P52500	P30550
P52500	P32247
P52500	Q8K418
P52500	O54799
P52500	P28336
P52500	P24053
P77766	P77766
P97766	P97766
P97766	P0CG37
Q04410	Q04410
Q0D9S3	Q0D9S3
Q0D9S3	Q8L4K5
Q0D9S3	Q0JNB6
Q12469	Q12469
Q12469	P48562
Q21738	Q21738
Q24298	Q24298
Q3LHL9	Q3LHL9
Q3UG20	Q3UG20
Q3UG20	Q8IZD2
Q54RP0	Q54RP0
Q5D1E7	Q5D1E7
Q5D1E7	Q5D1E8
Q5D1E7	Q9C0D7
Q5D1E7	A2A288
Q5D1E7	Q8BIY3
Q5W7F1	Q5W7F1
Q5W7F1	Q9VA70
Q5W7F1	Q304B9
Q5W7F1	F4KHQ8
Q5W7F1	Q54BK2
Q5W7F1	Q55G11
Q5W7F1	F4HQM3
Q5W7F1	Q0JL46
Q5W7F1	Q9JHE3
Q5W7F1	Q9NR71
Q5W7F1	Q91XT9
Q62893	Q62893
Q62893	Q16671
Q62893	Q8K592
Q68FS4	Q68FS4
Q68FS4	P00727
Q68FS4	Q9CPY7
Q68FS4	P28838
Q68FS4	Q09735
Q68FS4	O68822
Q68FS4	P68767
Q68FS4	C4ZRD1
Q6UQ17	Q6UQ17
Q6UQ17	Q148W0
Q6UQ17	D4AA47
Q6UQ17	O43520
Q6UQ17	P98199
Q6UQ17	P98198
Q6UQ17	A3FIN4
Q6UQ17	Q8TF62
Q80Z64	Q80Z64
Q80Z64	A7Y7W3
Q80Z64	Q9H9S0
Q80Z64	Q6NSW7
Q8AW52	Q8AW52
Q8AW52	O57598
Q8AW52	O13125
Q8AW52	Q9Z2E5
Q8AW52	Q8N100
Q8BJU2	Q8BJU2
Q8BJU2	O75954
Q8BJU2	Q9DCK3
Q8BJU2	O14817
Q8BJU2	P19397
Q8BJU2	Q61451
Q8BJU2	P24485
Q8GS60	Q8GS60
Q8I7Z8	Q8I7Z8
Q8MS59	Q8MS59
Q8SWR8	Q8SWR8
Q8VEN2	Q8VEN2
Q8VZ20	Q8VZ20
Q91YJ2	Q91YJ2
Q91YJ2	O95219
Q9C7G6	Q9C7G6
Q9D0Z3	Q9D0Z3
Q9D0Z3	Q6P2H8
Q9D8B6	Q9D8B6
Q9D8B6	Q96KR6
Q9FY95	Q9FY95
Q9FY95	Q9FFX6
Q9LY62	Q9LY62
Q9QUM0	Q9QUM0
Q9QUM0	P08514
Q9S745	Q9S745
Q9SQI2	Q9SQI2
Q9TW67	Q9TW67
Q9VHI7	Q9VHI7
Q9VQ26	Q9VQ26
Q9W596	Q9W596
Q9Z0I7	Q9Z0I7
Q9Z0I7	Q9Z0I6
Q9Z0I7	Q8IYM2
Q9ZT92	Q9ZT92
A1E960	A1E960
A1E960	Q3HS83
A1E960	A1E959
E9PZZ1	E9PZZ1
O34939	O34939
O42477	O42477
O42477	O42250
O42477	Q0P031
O42477	Q61412
O42477	P58304
O42477	Q9NZR4
O42477	Q91V10
O82302	O82302
O82302	Q8RWN7
P01094	P01094
P04441	P04441
P04441	P04233
P04441	P10247
P0A6V5	P0A6V5
P0A940	P0A940
P0ABU2	P0ABU2
P0ABU2	Q9SA73
P0ABU2	Q6Z1J6
P0ABU2	O13998
P0ABU2	Q9NTK5
P0ABU2	P38219
P0ABU2	P91917
P10754	P10754
P10754	O95201
P12042	P12042
P12042	P9WHL7
P15029	P15029
P21374	P21374
P22564	P22564
P22564	P41409
P22564	Q9P6J4
P23367	P23367
P25651	P25651
P34110	P34110
P35201	P35201
P35831	P35831
P35831	Q05209
P38336	P38336
P39731	P39731
P40319	P40319
P40319	Q7LKX0
P40319	P25358
P40319	Q9UTF7
P40319	P39540
P42845	P42845
P53267	P53267
P69795	P69795
P77544	P77544
Q02884	Q02884
Q10664	Q10664
Q10664	P36507
Q10664	P36506
Q10664	P31938
Q10664	Q63932
Q10664	P29678
Q10664	Q02750
Q10664	Q01986
Q10664	Q4WJJ0
Q10664	G4N6Z6
Q10664	Q24324
Q10664	Q62862
Q10664	Q13163
Q10664	Q9WVS7
Q10664	Q9Y884
Q12267	Q12267
Q12267	P41004
Q15KI9	Q15KI9
Q1HCM0	Q1HCM0
Q1HCM0	Q8TAT2
Q26366	Q26366
Q5DU05	Q5DU05
Q5DU05	Q9UPV0
Q5XVC4	Q5XVC4
Q7XJE6	Q7XJE6
Q7XJE6	Q7XJE5
Q810Y8	Q810Y8
Q86ME6	Q86ME6
Q8BTK5	Q8BTK5
Q8BTK5	Q8IYR2
Q8HWB0	Q8HWB0
Q8HWB0	Q95460
Q8VD04	Q8VD04
Q8VD04	Q9JHZ4
Q8VD04	Q4V328
Q8W4J8	Q8W4J8
Q91WD7	Q91WD7
Q91WD7	Q8NI77
Q942F3	Q942F3
Q942F3	O22476
Q942F3	Q9ZPS9
Q942F3	Q9LJF3
Q942F3	Q9ZWC8
Q95QK3	Q95QK3
Q9ASS2	Q9ASS2
Q9FFH1	Q9FFH1
Q9FFH1	F4HY56
Q9FUZ2	Q9FUZ2
Q9LFU0	Q9LFU0
Q9NB04	Q9NB04
Q9S9P3	Q9S9P3
Q9S9P3	F4JH53
Q9S9P3	Q9SAI1
Q9SY59	Q9SY59
Q9V460	Q9V460
Q9V460	O00267
Q9V460	O55201
Q9V460	Q9DDT5
Q9VDS5	Q9VDS5
Q9VML1	Q9VML1
Q9Z1T5	Q9Z1T5
Q9Z1T5	O75398
Q9Z1T5	O88450
C0LU16	C0LU16
F4HXZ1	F4HXZ1
G5EBU3	G5EBU3
G5EGJ5	G5EGJ5
O02228	O02228
O02228	Q9JMD7
O02228	Q9GZV3
O02228	Q8BGY9
O02228	Q8UWF0
O48915	O48915
O80450	O80450
O80450	Q9SDW0
O88271	O88271
P00894	P00894
P00894	P9WKJ3
P08032	P08032
P08032	P02549
P08032	P07751
P08032	P13395
P08032	P16086
P08032	P16546
P08032	Q13813
P0A6K3	P0A6K3
P0A8J2	P0A8J2
P22807	P22807
P26188	P26188
P30551	P30551
P30551	O08786
P30551	P32238
P30551	P32239
P30551	P30553
P30551	P56481
P32502	P32502
P33203	P33203
P34611	P34611
P34611	Q8MQJ9
P36152	P36152
P37956	P37956
P42287	P42287
P49294	P49294
P49294	P42804
P53277	P53277
P62957	P62957
P62957	Q8VHW8
P62957	P62956
P62957	Q9UF02
P62957	P62955
P70279	P70279
P70279	O75683
P76104	P76104
P91645	P91645
P91645	Q05152
P91645	Q00975
P91645	Q02294
P91645	O55017
P91645	Q07652
P91645	Q61290
P91645	Q15878
P91645	P27884
P91645	P54282
P91645	P97445
P91645	O00555
P91645	Q24270
P91645	P15381
P91645	O35505
P91645	O60840
P91645	Q9JIS7
P91645	Q02485
P91645	Q13698
P91645	P07293
P91645	Q02789
P91645	Q01815
P91645	P22002
P91645	Q13936
P91645	P27732
P91645	Q01668
P91645	Q99246
Q00174	Q00174
Q03162	Q03162
Q04264	Q04264
Q07878	Q07878
Q08955	Q08955
Q19572	Q19572
Q19572	P25157
Q19572	P08752
Q19572	P10824
Q19572	B2RSH2
Q19572	P08753
Q19572	P63096
Q19572	Q9DC51
Q19572	P04899
Q19572	P20353
Q19572	P0C7Q4
Q19572	P38400
Q19572	P04897
Q19572	P08754
Q19572	P50149
Q19572	P19087
Q19572	P63097
Q19572	P29992
Q19572	O95837
Q19572	P82471
Q19572	P50148
Q19572	Q9JID2
Q19572	P38409
Q19572	P21279
Q19572	P38408
Q19572	P45645
Q19572	P23625
Q19572	P21278
Q19572	P27600
Q19572	Q03113
Q19572	Q63210
Q19572	Q6Q7Y5
Q19572	P27601
Q19572	Q14344
Q21067	Q21067
Q3U132	Q3U132
Q3U132	A2RU30
Q45666	Q45666
Q45666	P37582
Q54EH1	Q54EH1
Q568Y7	Q568Y7
Q568Y7	O95897
Q568Y7	Q8BM13
Q568Y7	O88998
Q568Y7	P63056
Q568Y7	P63057
Q568Y7	Q9IAK4
Q568Y7	Q96PB7
Q568Y7	Q62609
Q568Y7	Q99784
Q6DBH0	Q6DBH0
Q6RI63	Q6RI63
Q6RI63	Q96EK7
Q7TT50	Q7TT50
Q7TT50	Q9Y5S2
Q7TT50	Q7TT49
Q7TT50	O54874
Q7TT50	Q3UU96
Q7TT50	Q5VT25
Q7TT50	Q6DT37
Q7TT50	Q9W1B0
Q84WW6	Q84WW6
Q8BIF0	Q8BIF0
Q8BIF0	Q8TCZ2
Q8BZ97	Q8BZ97
Q8BZ97	Q9NQV8
Q8CBR6	Q8CBR6
Q8CBR6	Q65Z91
Q8CI15	Q8CI15
Q8CI15	Q9NYA1
Q8CI15	Q91V26
Q8IRI6	Q8IRI6
Q93ZF6	Q93ZF6
Q9C811	Q9C811
Q9DC26	Q9DC26
Q9DC26	Q7Z3Q1
Q9FLY0	Q9FLY0
Q9JI46	Q9JI46
Q9JI46	Q566C7
Q9JI46	O95989
Q9JI46	Q9NZJ9
Q9JI46	A0A024RBG1
Q9JI46	Q8NFP7
Q9JI46	Q96G61
Q9JI46	P0C028
Q9JI46	P0C027
Q9JI46	Q8R2U6
Q9LVM2	Q9LVM2
Q9SGH2	Q9SGH2
Q9VM92	Q9VM92
Q9VW15	Q9VW15
Q9WV54	Q9WV54
Q9WV54	Q6P7S1
Q9WV54	Q13510
Q9XU42	Q9XU42
Q9XU42	B1Q257
Q9ZRV4	Q9ZRV4
A0A1I9LMX5	A0A1I9LMX5
A2AR95	A2AR95
A2AR95	Q86YD5
G5EBM1	G5EBM1
M9PH32	M9PH32
O04928	O04928
O04928	Q1PE48
O04928	O49639
O04928	P56079
O04928	O35052
O04928	Q91XU8
O04928	Q99L43
O04928	P98191
O04928	O95674
O04928	Q92903
O04928	Q9P381
O04928	P38221
O64827	O64827
O76878	O76878
P07247	P07247
P08518	P08518
P08518	P08266
P08518	P30876
P08518	Q8CFI7
P08518	A5PJW8
P08518	P38420
P08518	Q02061
P0A8D6	P0A8D6
P0A8D6	Q922B1
P0A8D6	Q9BQ69
P0A8D6	A1Z1Q3
P0A8D6	Q3UYG8
P0AB83	P0AB83
P12996	P12996
P12996	P32451
P12996	O59778
P12996	P54967
P12996	Q5AYI7
P14284	P14284
P24268	P24268
P24268	P07267
P24268	O76856
P24268	Q9D106
P24268	Q9GK11
P24268	Q805F3
P24268	P00797
P24268	Q18DC9
P24268	Q18DC8
P24268	P00796
P24268	P08424
P24268	P06281
P24268	P00795
P24268	P07339
P24268	P18242
P24268	O93428
P24268	Q05744
P24268	Q21966
P24268	O09043
P24268	O96009
P24268	P16228
P24268	P14091
P24268	P70269
P24268	P20142
P24268	P55956
P24268	P0DJD9
P24268	P0DJD8
P24268	P0DJD7
P25573	P25573
P28319	P28319
P32742	P32742
P34766	P34766
P36035	P36035
P37299	P37299
P38324	P38324
P38874	P38874
P48558	P48558
P49684	P49684
P49684	Q9UKP6
P53256	P53256
P53840	P53840
P54781	P54781
P54781	O13820
P54781	G1UB11
P56671	P56671
P56671	P56670
P56671	P56270
P56671	Q14119
P68577	P68577
P76577	P76577
P91929	P91929
Q03124	Q03124
Q05688	Q05688
Q06349	Q06349
Q07833	Q07833
Q08DF7	Q08DF7
Q08DF7	Q3TIU4
Q08DF7	Q6L8Q7
Q12363	Q12363
Q12363	Q12206
Q19187	Q19187
Q22002	Q22002
Q3T9M1	Q3T9M1
Q3T9M1	A6NFX1
Q3T9M1	Q6DEJ6
Q3T9M1	Q5U3U7
Q3T9M1	Q9DA75
Q3T9M1	Q8NA29
Q54XY4	Q54XY4
Q5D869	Q5D869
Q60780	Q60780
Q60780	O60861
Q62190	Q62190
Q62190	Q04912
Q64221	Q64221
Q64221	Q02575
Q64221	Q02577
Q64221	Q18590
Q6A037	Q6A037
Q6A037	O75113
Q7JW27	Q7JW27
Q80U28	Q80U28
Q80U28	O08873
Q80U28	Q8WXG6
Q852L0	Q852L0
Q8K019	Q8K019
Q8K019	Q9NYF8
Q8K019	Q569Z6
Q8K019	Q9Y2W1
Q8K4D3	Q8K4D3
Q8K4D3	Q924A5
Q8K4D3	Q7Z2H8
Q8K4D3	Q8K415
Q8K4D3	Q495M3
Q8K4D3	Q8BHK3
Q8K4D3	Q8CH36
Q8K4D3	Q6YBV0
Q8MYY6	Q8MYY6
Q920L5	Q920L5
Q920L5	Q9H5J4
Q920L5	Q6PC64
Q920L5	Q920L6
Q920L5	Q9VV87
Q920L5	Q9HB03
Q920L5	O35949
Q968Y9	Q968Y9
Q99LM3	Q99LM3
Q99LM3	A8MU46
Q99PU7	Q99PU7
Q99PU7	Q92560
Q99PU7	A1L2G3
Q9CQT7	Q9CQT7
Q9CQT7	Q6ICB0
Q9CZ16	Q9CZ16
Q9ERM3	Q9ERM3
Q9ERM3	Q9Z2A7
Q9ERM3	Q8MK44
Q9ERM3	O75907
Q9FKB3	Q9FKB3
Q9FVQ1	Q9FVQ1
Q9FVQ1	Q1PEP5
Q9LDC0	Q9LDC0
Q9LT75	Q9LT75
Q9LT75	Q8H106
Q9M8K7	Q9M8K7
Q9M8K7	Q9ZR37
Q9SL05	Q9SL05
Q9STU3	Q9STU3
Q9TZ70	Q9TZ70
Q9W3E1	Q9W3E1
Q9XTG1	Q9XTG1
Q9Z1Z9	Q9Z1Z9
Q9Z1Z9	Q3TJD7
Q9Z1Z9	Q9NR12
Q9Z1Z9	Q6P7E4
Q9Z1Z9	Q679P3
X2JAU8	X2JAU8
A2AT37	A2AT37
A2AT37	Q9HAU5
D3ZTE0	D3ZTE0
D3ZTE0	Q80YC5
D3ZTE0	P00748
D3ZTE0	Q9R098
D3ZTE0	Q04756
E9QAM5	E9QAM5
E9QAM5	Q9BYK8
F4I718	F4I718
F4I718	F4IIM1
O22267	O22267
O49500	O49500
O49500	Q9ZQF9
P0A6D3	P0A6D3
P0A6D3	P11043
P0A6D3	P05466
P0A830	P0A830
P0A830	Q9I4F5
P0AB89	P0AB89
P0AE01	P0AE01
P0C054	P0C054
P0C054	P0C058
P0DM85	P0DM85
P11071	P11071
P15873	P15873
P17555	P17555
P19097	P19097
P19097	G8BAW7
P19097	Q10289
P23522	P23522
P23522	P76469
P25539	P25539
P25539	Q8GWP5
P33748	P33748
P35710	P35710
P35710	P35711
P35710	F1M8W4
P35710	Q04891
P35710	Q9UN79
P35710	P40647
P35710	A0A0G2JTZ2
P35710	P35712
P35710	P40645
P38080	P38080
P46555	P46555
P47818	P47818
P48598	P48598
P48598	O61955
P48598	P06730
P48598	P63073
P48598	Q9DFS6
P48598	P48597
P48598	A6NMX2
P48598	P63074
P49793	P49793
P49793	Q6PFD9
P49793	P52948
P53223	P53223
P53968	P53968
P57725	P57725
P57725	Q9NSI8
P57725	Q8K352
P70670	P70670
P81917	P81917
P91349	P91349
Q04924	Q04924
Q06188	Q06188
Q08387	Q08387
Q09101	Q09101
Q12457	Q12457
Q1ZXQ8	Q1ZXQ8
Q23533	Q23533
Q38893	Q38893
Q3UVD5	Q3UVD5
Q3UVD5	Q9HBX8
Q3UVD5	O75473
Q3UVD5	Q9Z1P4
Q3UVD5	A2ARI4
Q3UVD5	Q9BXB1
Q3UVD5	B0BLW3
Q3UVD5	E7FE13
Q46810	Q46810
Q54U87	Q54U87
Q60843	Q60843
Q60843	Q9ET58
Q60843	Q9Y5W3
Q60843	O43474
Q60843	Q60793
Q60843	P46099
Q60843	Q13351
Q67YI9	Q67YI9
Q67YI9	Q93YP4
Q6DRC5	Q6DRC5
Q6NQK2	Q6NQK2
Q700C7	Q700C7
Q7ZSX3	Q7ZSX3
Q7ZSX3	Q9QX98
Q7ZSX3	Q7RTS3
Q7ZSX3	Q64305
Q812E0	Q812E0
Q812E0	Q17RY0
Q812E0	Q7TN98
Q812E0	Q7Z5Q1
Q812E0	Q8NE35
Q812E0	Q28CH2
Q812E0	Q7TN99
Q812E0	Q9VSR3
Q8BI84	Q8BI84
Q8BI84	Q5JRA6
Q8C0G2	Q8C0G2
Q8C0G2	Q9Y228
Q8CDP0	Q8CDP0
Q8CDP0	Q8CDK2
Q8CDP0	Q5U5Z8
Q8CDP0	Q8NEM8
Q8K1E0	Q8K1E0
Q8K1E0	Q13190
Q8K1E0	Q08851
Q8K1E0	Q24509
Q8K1E0	Q20797
Q8K4M5	Q8K4M5
Q8K4M5	Q8N668
Q8UUR3	Q8UUR3
Q8UUR3	Q9CX80
Q8UUR3	Q8WWM9
Q8UUR3	Q575S8
Q8UUR3	Q921A4
Q8W4D8	Q8W4D8
Q8W4D8	Q8BIZ6
Q8W4D8	Q8TAD8
Q924S7	Q924S7
Q924S7	Q7Z698
Q924S7	Q924S8
Q924S7	Q7Z699
Q924S7	Q6P6N5
Q94K49	Q94K49
Q94K49	Q9M2U3
Q9C951	Q9C951
Q9C951	F4I7C7
Q9D1M4	Q9D1M4
Q9D1M4	O43324
Q9D925	Q9D925
Q9D925	D4ABW7
Q9D925	Q96KX0
Q9D925	P85045
Q9D925	P00698
Q9D925	P11941
Q9D925	P00703
Q9D925	C1IIX1
Q9D925	P08905
Q9D925	P85345
Q9D925	P61626
Q9D925	P00697
Q9D925	P17897
Q9D925	P16973
Q9D925	Q9DA11
Q9D925	O75951
Q9D925	Q8IXA5
Q9D925	Q9D9X8
Q9FEC1	Q9FEC1
Q9FK72	Q9FK72
Q9FK72	O49403
Q9FK72	Q338B0
Q9FK72	Q9LVW2
Q9FK72	Q8GYY1
Q9FK72	Q9SV12
Q9FK72	Q9M1V5
Q9FK72	Q9LUH8
Q9FK72	O80982
Q9FK72	Q9S7U5
Q9FK72	Q942D6
Q9FK72	Q9LV52
Q9LVB9	Q9LVB9
Q9LVB9	A0A1I9LQ12
Q9LVB9	Q9C593
Q9T0G7	Q9T0G7
Q9T0G7	O22781
Q9VFS6	Q9VFS6
Q9VMH0	Q9VMH0
Q9W3W5	Q9W3W5
Q9WVR1	Q9WVR1
Q9WVR1	Q9JII1
Q9WVR1	Q9NRR6
Q9WVR1	Q9VTW2
Q9Y0A7	Q9Y0A7
Q9Z2M4	Q9Z2M4
Q9Z2M4	Q9NUI1
Q9Z2M4	P32573
Q9Z2M4	Q9LTV6
Q9ZVX2	Q9ZVX2
Q9I6H0	Q9I6H0
Q9I6H0	Q9I3T5
Q9I509	Q9I509
P11439	P11439
A1XWY7	A1XWY7
C0HK49	C0HK49
O43085	O43085
O94649	O94649
P60590	P60590
Q02088	Q02088
Q5A343	Q5A343
Q9C103	Q9C103
Q9P7Y9	Q9P7Y9
Q9UUG5	Q9UUG5
V9VGU0	V9VGU0
A0A286R227	A0A286R227
A0A286R227	P11832
A0A286R227	P17571
A0A286R227	P11035
A2R6H1	A2R6H1
A2R6H1	A0A1R3RGK0
O94326	O94326
P36626	P36626
P9WFF5	P9WFF5
P9WJV5	P9WJV5
Q40392	Q40392
Q6IEL0	Q6IEL0
Q6IEL0	Q6QHD1
Q6IEL0	Q0DAJ3
Q8L4H4	Q8L4H4
Q9HGN6	Q9HGN6
Q9HGN6	P53759
Q9HGN6	Q6P1R4
A5KE01	A5KE01
A5KE01	Q8IJA9
A5KE01	A0A1Y3DYH2
A5KE01	A0A509ALD0
A5KE01	A0A0K1SC59
A5KE01	K6UCV4
F1ND48	F1ND48
F1ND48	Q8K2I9
F1ND48	Q8NFZ0
I6WXK4	I6WXK4
O94684	O94684
P9WIS7	P9WIS7
Q10988	Q10988
Q2U852	Q2U852
Q4X006	Q4X006
Q4X006	F2SG60
Q4X006	P41820
Q4X006	P78595
Q4X006	Q5ANA3
Q4X006	P51533
Q4X006	Q04182
Q4X006	Q6FK23
Q4X006	O74208
Q4X006	I1RL06
Q4X006	A0A2H1A768
Q4X006	E9RBG1
Q4X006	P33302
Q5ADM9	Q5ADM9
Q5ADM9	P47190
Q5ADM9	P31382
Q5ADM9	P42934
Q5ADM9	Q9C100
Q5ADM9	Q5A688
Q76IQ4	Q76IQ4
Q76IQ4	Q8JFY4
Q8IEJ0	Q8IEJ0
Q90X64	Q90X64
Q90X64	Q90Z05
Q90X64	Q91ZD4
Q90X64	Q8UVJ6
Q90X64	Q9ULK5
Q90X64	P84889
Q90X64	Q8TAA9
Q90X64	Q80Z96
Q9PRS8	Q9PRS8
A0A0H2URG7	A0A0H2URG7
A0A8C0TYJ0	A0A8C0TYJ0
A0A8C0TYJ0	Q28C55
A0A8C0TYJ0	Q811D0
A0A8C0TYJ0	Q12959
A0A8C0TYJ0	Q62108
A0A8C0TYJ0	P78352
A0A8C0TYJ0	P31016
A0A8C0TYJ0	Q6R005
A0A8C0TYJ0	Q62696
A0A8C0TYJ0	Q92796
A0A8C0TYJ0	P31007
A0A8C0TYJ0	Q63622
A0A8C0TYJ0	Q91XM9
A0A8C0TYJ0	Q15700
A0A8C0TYJ0	Q62936
A0A8C0TYJ0	P70175
B3EWH0	B3EWH0
O96935	O96935
P0DJ42	P0DJ42
P40381	P40381
P53694	P53694
P9WKQ1	P9WKQ1
Q10432	Q10432
Q2AB83	Q2AB83
Q2AB83	P59535
Q2AB83	P59534
Q4KTA7	Q4KTA7
Q4KTA7	Q1PS67
Q59MN0	Q59MN0
Q59MN0	O43028
Q59MN0	P39968
